,rank,club,country,level,elo,from,to,year
345,None,Brighton,ENG,2,1332.3762207,1962-04-29,1962-07-01,1962
346,None,Glenavon,NIR,0,1330.63476562,1961-09-28,1962-09-05,1962
347,None,Hammarby,SWE,1,1329.0859375,1962-05-25,1962-05-31,1962
348,None,Akademisk,DEN,1,1328.63879395,1962-05-28,1962-06-03,1962
349,None,Ajax,NED,1,1327.85400391,1962-05-21,1962-08-26,1962
350,None,Einheit Dresden,GDR,1,1324.99072266,1962-05-28,1962-05-30,1962
351,None,Djurgarden,SWE,1,1322.75598145,1962-05-25,1962-05-31,1962
352,None,Duisburger SpV,FRG,1,1320.46875,1962-04-08,1962-07-01,1962
353,None,Timisoara,ROM,1,1318.14538574,1962-05-28,1962-06-03,1962
354,None,UTA Arad,ROM,1,1310.06542969,1962-05-28,1962-06-03,1962
355,None,Nordhorn,FRG,1,1306.99438477,1962-04-16,1962-07-01,1962
356,None,Gornik,POL,0,1299.72314453,1961-09-21,1962-07-01,1962
357,None,Breda,NED,1,1293.96777344,1962-05-21,1962-08-26,1962
358,None,Sparta Rotterdam,NED,1,1290.79528809,1962-05-21,1962-08-26,1962
359,None,Genclerbirligi,TUR,1,1290.34094238,1962-05-28,1962-06-17,1962
360,None,SAK 1914,AUT,1,1288.3684082,1962-05-28,1962-06-02,1962
361,None,Utrecht,NED,1,1282.51379395,1962-05-21,1962-08-26,1962
362,None,Hoegadal,SWE,1,1280.02392578,1962-05-28,1962-05-31,1962
363,None,Arges Pitesti,ROM,1,1268.72827148,1962-05-28,1962-06-03,1962
364,None,Ethnikos Piraeus,GRE,1,1265.1340332,1962-05-28,1962-06-10,1962
365,None,Minerul Lupeni,ROM,1,1261.76501465,1962-05-28,1962-06-03,1962
366,None,Ankaraguecue,TUR,1,1260.3885498,1962-05-14,1962-06-09,1962
367,None,Maastricht,NED,1,1258.41906738,1962-05-21,1962-08-26,1962
368,None,Willem II,NED,1,1257.2833252,1962-05-21,1962-08-26,1962
369,None,Blauw Wit,NED,1,1257.0300293,1962-05-21,1962-08-26,1962
370,None,Karsiyaka,TUR,1,1256.66186523,1962-05-28,1962-06-02,1962
371,None,Altay,TUR,1,1254.51867676,1962-05-28,1962-06-03,1962
372,None,Beykozspor,TUR,1,1254.08288574,1962-05-30,1962-06-02,1962
373,None,Jiul Petrosani,ROM,1,1249.59924316,1962-05-14,1962-05-30,1962
374,None,Goeztepe,TUR,1,1245.33898926,1962-05-28,1962-06-03,1962
375,None,Kasimpasa,TUR,1,1244.31884766,1962-05-28,1962-05-31,1962
376,None,PAOK,GRE,1,1243.9564209,1962-05-21,1962-06-03,1962
377,None,Salgueiros,POR,1,1243.49755859,1962-05-28,1962-07-01,1962
378,None,Lyn Oslo,NOR,1,1241.45361328,1962-05-28,1962-05-31,1962
379,None,Istanbulspor,TUR,1,1239.90136719,1962-05-24,1962-06-16,1962
380,None,Targoviste,ROM,1,1234.07543945,1962-05-28,1962-06-03,1962
381,None,Skeid,NOR,1,1232.8515625,1962-05-28,1962-05-31,1962
382,None,Venlo,NED,1,1231.42285156,1962-05-21,1962-07-01,1962
383,None,Steinkjer,NOR,1,1231.31896973,1962-05-28,1962-05-31,1962
384,None,Twente,NED,1,1230.42785645,1962-05-21,1962-08-26,1962
385,None,Ferikoey,TUR,1,1230.34545898,1962-05-24,1962-05-31,1962
386,None,Yesildirek,TUR,1,1229.50610352,1962-05-30,1962-06-02,1962
387,None,Turk Telekom,TUR,1,1228.1887207,1962-05-28,1962-06-03,1962
388,None,Iraklis,GRE,1,1224.3182373,1962-05-27,1962-06-10,1962
389,None,Ankara Demirspor,TUR,1,1218.73498535,1962-05-24,1962-09-09,1962
390,None,De Volewijckers,NED,1,1217.72692871,1962-05-21,1962-08-26,1962
391,None,Fostiras,GRE,1,1217.56884766,1962-05-28,1962-06-10,1962
392,None,Volendam,NED,1,1217.53308105,1962-05-21,1962-08-26,1962
393,None,Valerenga,NOR,1,1216.79956055,1962-05-28,1962-05-31,1962
394,None,Izmirspor,TUR,1,1215.94274902,1962-05-28,1962-09-08,1962
395,None,Vefa,TUR,1,1215.33728027,1962-05-14,1962-06-06,1962
396,None,Brann,NOR,1,1211.30822754,1962-05-28,1962-05-31,1962
397,None,Eik,NOR,1,1208.77441406,1962-05-28,1962-05-31,1962
398,None,Viking,NOR,1,1205.7175293,1962-05-28,1962-05-31,1962
399,None,Sittard,NED,1,1205.32128906,1962-05-21,1962-08-26,1962
400,None,FC Amsterdam,NED,1,1205.14660645,1962-05-21,1962-07-01,1962
401,None,Doxa Dramas,GRE,1,1204.50646973,1962-05-28,1962-06-10,1962
402,None,Altinordu,TUR,1,1204.41357422,1962-05-24,1962-06-09,1962
403,None,Den Haag,NED,1,1203.53894043,1962-05-21,1962-08-26,1962
404,None,Fatih Karaguemruek,TUR,1,1202.47424316,1962-05-30,1962-05-31,1962
405,None,Groningen,NED,1,1198.93688965,1962-05-21,1962-08-26,1962
406,None,Proodeftiki,GRE,1,1198.19482422,1962-05-27,1962-06-10,1962
407,None,Kalamaria,GRE,1,1192.21984863,1962-05-28,1962-06-10,1962
408,None,Sandefjord,NOR,1,1188.43579102,1962-05-28,1962-05-31,1962
409,None,Frigg,NOR,1,1181.66308594,1962-05-28,1962-05-31,1962
410,None,Alliance Dudelange,LUX,0,1180.14904785,1961-12-20,1962-09-05,1962
411,None,Aris,GRE,1,1179.59643555,1962-05-28,1962-06-10,1962
412,None,Odd Grenland,NOR,1,1164.26916504,1962-05-28,1962-05-31,1962
413,None,Rosenborg,NOR,1,1162.64038086,1962-05-28,1962-05-31,1962
414,None,Egaleo,GRE,1,1161.56811523,1962-05-28,1962-06-10,1962
415,None,HIFK,FIN,0,1159.62646484,1962-01-01,1962-09-05,1962
416,None,Niki Volou,GRE,1,1143.65026855,1962-05-28,1962-06-10,1962
417,None,Sekerspor,TUR,1,1143.32104492,1962-05-24,1962-06-02,1962
418,None,Greaker,NOR,1,1132.61193848,1962-05-28,1962-05-31,1962
419,None,Roda,NED,1,1129.34765625,1962-05-21,1962-07-01,1962
420,None,Eleysina,GRE,1,1125.78186035,1962-05-28,1962-06-10,1962
421,None,Lisleby,NOR,1,1119.07922363,1962-05-28,1962-05-31,1962
422,None,Larvik Turn,NOR,1,1100.09729004,1962-05-28,1962-05-31,1962
423,None,Floriana,MLT,0,1047.53991699,1961-09-28,1962-09-18,1962
424,None,Hibernians Paola,MLT,0,1047.30859375,1961-09-28,1962-09-18,1962
425,None,Orn Horten,NOR,1,1034.95495605,1962-05-28,1962-05-31,1962
0,1,Real Madrid,ESP,1,1936.62207031,1966-05-12,1966-08-30,1966
1,2,Inter,ITA,1,1911.24255371,1966-05-23,1966-09-18,1966
2,3,Liverpool,ENG,1,1863.12561035,1966-05-11,1966-08-20,1966
3,4,Atletico,ESP,1,1858.77429199,1966-05-17,1966-08-24,1966
4,5,Leeds,ENG,1,1847.54772949,1966-05-22,1966-08-20,1966
5,6,Man United,ENG,1,1835.82092285,1966-05-23,1966-08-20,1966
6,7,Koeln,FRG,1,1824.39257812,1966-05-29,1966-08-20,1966
7,8,Dortmund,FRG,1,1823.96875,1966-05-29,1966-08-20,1966
8,9,Burnley,ENG,1,1821.82824707,1966-05-23,1966-08-20,1966
9,10,Muenchen 60,FRG,1,1819.01501465,1966-05-29,1966-08-20,1966
10,11,Werder,FRG,1,1810.69519043,1966-05-29,1966-08-20,1966
11,12,Bologna,ITA,1,1805.66955566,1966-05-23,1966-08-20,1966
12,13,Barcelona,ESP,1,1805.55114746,1966-05-22,1966-08-20,1966
13,14,Bayern,FRG,1,1799.66333008,1966-05-29,1966-08-20,1966
14,15,Rangers,SCO,1,1799.62255859,1966-05-23,1966-08-20,1966
15,16,Fiorentina,ITA,1,1798.53710938,1966-05-23,1966-08-27,1966
16,17,Chelsea,ENG,1,1792.32263184,1966-05-17,1966-08-20,1966
17,18,West Brom,ENG,1,1792.10046387,1966-05-16,1966-08-20,1966
18,19,Benfica,POR,1,1791.75866699,1966-05-16,1966-08-20,1966
19,20,Zaragoza,ESP,1,1784.56652832,1966-05-12,1966-08-24,1966
20,21,Celtic,SCO,1,1780.53137207,1966-05-16,1966-08-27,1966
21,22,Milan,ITA,1,1780.27661133,1966-05-23,1966-08-27,1966
22,23,Juventus,ITA,1,1776.64892578,1966-05-23,1966-08-27,1966
23,24,Leicester,ENG,1,1769.35095215,1966-05-10,1966-08-20,1966
24,25,Vasas SC,HUN,1,1754.72912598,1966-05-30,1966-06-12,1966
25,26,Hertha,FRG,2,1751.99768066,1966-05-22,1966-06-04,1966
26,27,Ferencvaros,HUN,1,1744.44677734,1966-05-30,1966-06-08,1966
27,28,Duisburg,FRG,1,1742.44726562,1966-05-30,1966-06-08,1966
28,29,Vicenza,ITA,1,1740.76782227,1966-05-23,1966-06-08,1966
29,30,Nuernberg,FRG,1,1736.87561035,1966-05-29,1966-06-12,1966
30,31,Frankfurt,FRG,1,1736.69128418,1966-05-29,1966-06-12,1966
31,32,Everton,ENG,1,1730.4395752,1966-05-23,1966-06-12,1966
32,None,Partizan,YUG,0,1729.75256348,1966-05-12,1966-07-02,1966
33,33,Tottenham,ENG,1,1727.5612793,1966-05-23,1966-06-12,1966
34,34,Napoli,ITA,1,1726.50268555,1966-05-23,1966-06-12,1966
35,35,Bilbao,ESP,1,1722.91638184,1966-05-23,1966-07-28,1966
36,36,Kilmarnock,SCO,1,1721.66516113,1966-05-23,1966-07-28,1966
37,37,West Ham,ENG,1,1718.67370605,1966-05-23,1966-07-23,1966
38,38,Stoke,ENG,1,1710.87756348,1966-05-20,1966-06-01,1966
39,39,Dynamo Kyiv,URS,1,1709.21154785,1966-05-26,1966-06-01,1966
40,40,Dunfermline,SCO,1,1706.74890137,1966-05-26,1966-08-20,1966
41,41,Torino,ITA,1,1706.60986328,1966-05-26,1966-08-20,1966
42,42,Sheffield United,ENG,1,1705.92236328,1966-05-26,1966-08-20,1966
43,43,Elche,ESP,1,1705.7043457,1966-05-26,1966-08-20,1966
44,44,Hamburg,FRG,1,1705.13037109,1966-05-26,1966-08-20,1966
45,45,Valencia,ESP,1,1702.92785645,1966-05-22,1966-08-20,1966
46,46,Anderlecht,BEL,1,1693.39758301,1966-05-23,1966-06-26,1966
47,47,Braunschweig,FRG,1,1692.14941406,1966-05-29,1966-06-26,1966
48,48,Honved,HUN,1,1691.95410156,1966-05-30,1966-06-12,1966
49,49,Sheffield Weds,ENG,1,1688.43371582,1966-05-30,1966-06-12,1966
50,50,Roma,ITA,1,1688.10791016,1966-05-30,1966-06-12,1966
51,51,Forest,ENG,1,1687.78088379,1966-05-23,1966-06-12,1966
52,52,Blackpool,ENG,1,1685.16381836,1966-05-23,1966-06-04,1966
53,53,Saarbruecken,FRG,2,1683.79150391,1966-05-30,1966-06-04,1966
54,54,Fulham,ENG,1,1683.17419434,1966-05-30,1966-06-08,1966
55,55,Sporting,POR,1,1680.41308594,1966-05-30,1966-06-10,1966
56,56,Torpedo Moskva,URS,1,1679.19299316,1966-05-30,1966-06-01,1966
57,57,Ujpest,HUN,1,1676.32226562,1966-05-30,1966-06-01,1966
58,58,Nantes,FRA,1,1675.71740723,1966-05-30,1966-06-01,1966
59,59,Aston Villa,ENG,1,1675.19763184,1966-05-30,1966-06-01,1966
60,60,Duesseldorf,FRG,2,1674.72387695,1966-05-30,1966-06-01,1966
61,61,Hannover,FRG,1,1674.47668457,1966-05-30,1966-06-01,1966
62,62,Arsenal,ENG,1,1673.74523926,1966-05-30,1966-06-01,1966
63,63,Sparta Praha,CSR,1,1672.49523926,1966-05-30,1966-06-01,1966
64,64,TeBe,FRG,2,1669.05029297,1966-05-30,1966-06-01,1966
65,65,Newcastle,ENG,1,1667.6628418,1966-05-27,1966-06-01,1966
66,66,Sunderland,ENG,1,1666.92175293,1966-05-27,1966-06-01,1966
67,67,Stuttgart,FRG,1,1665.04675293,1966-05-29,1966-06-01,1966
68,68,Hearts,SCO,1,1662.60327148,1966-05-23,1966-06-01,1966
69,69,Cagliari,ITA,1,1660.16845703,1966-05-23,1966-06-05,1966
70,70,Brescia,ITA,1,1658.88220215,1966-05-23,1966-06-05,1966
71,71,Cordoba,ESP,1,1657.76599121,1966-05-23,1966-06-10,1966
72,72,Dundee United,SCO,1,1654.87768555,1966-05-17,1966-06-05,1966
73,73,Aachen,FRG,2,1654.45458984,1966-05-17,1966-06-05,1966
74,74,Spandau,FRG,2,1652.37268066,1966-05-22,1966-06-05,1966
75,75,Pribram,CSR,1,1650.34606934,1966-05-30,1966-06-05,1966
76,76,Dinamo Zagreb,YUG,0,1649.11096191,1966-05-26,1966-06-10,1966
77,77,Porto,POR,1,1649.0802002,1966-05-26,1966-06-10,1966
78,78,Bordeaux,FRA,1,1649.00805664,1966-05-28,1966-06-10,1966
79,79,Gladbach,FRG,1,1648.71411133,1966-05-28,1966-06-12,1966
80,80,Sevilla,ESP,1,1646.30297852,1966-05-28,1966-06-12,1966
81,81,Las Palmas,ESP,1,1643.00170898,1966-05-28,1966-06-12,1966
82,82,Foggia,ITA,1,1635.48632812,1966-05-30,1966-06-12,1966
83,83,Hibernian,SCO,1,1635.29553223,1966-05-30,1966-06-12,1966
84,84,Gyoer,HUN,1,1632.89123535,1966-05-30,1966-06-12,1966
85,85,Tatabanya,HUN,1,1632.67370605,1966-05-30,1966-06-12,1966
86,86,Schalke,FRG,1,1630.57629395,1966-05-29,1966-06-12,1966
87,87,Spal,ITA,1,1630.02539062,1966-05-23,1966-06-12,1966
88,88,Pontevedra,ESP,1,1629.33996582,1966-05-23,1966-06-12,1966
89,89,Atalanta,ITA,1,1628.68115234,1966-05-23,1966-06-22,1966
90,90,Sampdoria,ITA,1,1625.41796875,1966-05-23,1966-06-05,1966
91,91,Man City,ENG,2,1624.91418457,1966-05-22,1966-06-05,1966
92,92,Lazio,ITA,1,1623.00634766,1966-05-23,1966-06-05,1966
93,93,Southampton,ENG,2,1621.71582031,1966-05-23,1966-06-05,1966
94,94,Betis,ESP,1,1620.48986816,1966-05-23,1966-06-04,1966
95,95,Wolves,ENG,2,1618.86352539,1966-05-23,1966-06-04,1966
96,96,Inter Bratislava,CSR,1,1618.35266113,1966-05-30,1966-06-04,1966
97,97,Northampton,ENG,1,1617.79882812,1966-05-30,1966-06-04,1966
98,98,Valenciennes,FRA,1,1617.12792969,1966-05-30,1966-06-04,1966
99,99,St Pauli,FRG,2,1616.89746094,1966-05-30,1966-06-04,1966
100,100,Lautern,FRG,1,1616.61889648,1966-05-28,1966-06-04,1966
101,None,Holstein,FRG,2,1614.38684082,1966-05-09,1966-07-03,1966
102,None,Pirmasens,FRG,2,1614.32092285,1966-05-06,1966-06-04,1966
103,None,Mantova,ITA,2,1610.16711426,1966-05-30,1966-06-05,1966
104,None,Lecco,ITA,2,1608.53430176,1966-05-30,1966-06-05,1966
105,None,Standard,BEL,1,1608.41625977,1966-05-16,1966-08-22,1966
106,None,Essen,FRG,2,1607.87316895,1966-05-06,1966-06-04,1966
107,None,Genoa,ITA,2,1606.94372559,1966-05-30,1966-06-05,1966
108,None,Dundee,SCO,1,1603.08898926,1966-05-01,1966-09-10,1966
109,None,Blackburn,ENG,1,1601.16491699,1966-05-10,1966-07-02,1966
110,None,Toulouse,FRA,1,1600.97033691,1966-05-28,1966-06-10,1966
111,None,Karlsruhe,FRG,1,1600.81738281,1966-05-29,1966-08-20,1966
112,None,Aberdeen,SCO,1,1600.59655762,1966-05-01,1966-09-10,1966
113,None,Espanyol,ESP,1,1599.76477051,1966-05-12,1966-08-30,1966
114,None,Neunkirchen,FRG,1,1598.24829102,1966-05-29,1966-07-02,1966
115,None,Trencin,CSR,1,1596.24084473,1966-05-30,1966-08-14,1966
116,None,Offenbach,FRG,2,1594.60217285,1966-05-06,1966-06-04,1966
117,None,CSKA Moskva,URS,1,1593.67504883,1966-05-26,1966-06-02,1966
118,None,Venezia,ITA,2,1591.80566406,1966-05-30,1966-06-05,1966
119,None,Malaga,ESP,1,1590.40087891,1966-05-12,1966-07-02,1966
120,None,Mallorca,ESP,1,1589.00878906,1966-05-12,1966-07-02,1966
121,None,Catania,ITA,1,1587.86987305,1966-05-23,1966-07-02,1966
122,None,Saint-Etienne,FRA,1,1586.8807373,1966-05-28,1966-06-10,1966
123,None,Sabadell,ESP,1,1585.17053223,1966-05-12,1966-08-30,1966
124,None,Dynamo Moskva,URS,1,1581.59350586,1966-05-26,1966-06-02,1966
125,None,Dinamo Tbilisi,URS,1,1578.51647949,1966-05-28,1966-06-02,1966
126,None,Rennes,FRA,1,1577.35205078,1966-05-28,1966-06-10,1966
127,None,Beerschot VAC,BEL,1,1576.31774902,1966-05-15,1966-08-22,1966
128,None,Clyde,SCO,1,1575.26391602,1966-05-05,1966-09-10,1966
129,None,Coventry,ENG,2,1573.33032227,1966-05-08,1966-08-20,1966
130,None,Partick,SCO,1,1573.25061035,1966-05-01,1966-09-10,1966
131,None,Spartak Moskva,URS,1,1572.96948242,1966-05-28,1966-06-01,1966
132,None,Levski,BUL,1,1572.3416748,1966-05-26,1966-06-05,1966
133,None,Huddersfield,ENG,2,1571.11010742,1966-05-08,1966-08-20,1966
134,None,Goettingen,FRG,2,1570.24536133,1966-05-30,1966-08-07,1966
135,None,SKA Rostov,URS,1,1569.48181152,1966-05-26,1966-06-01,1966
136,None,Slovan Bratislava,CSR,1,1568.07104492,1966-05-30,1966-06-05,1966
137,None,Feyenoord,NED,1,1565.40991211,1966-05-19,1966-08-14,1966
138,None,Messina,ITA,2,1564.76171875,1966-05-30,1966-06-05,1966
139,None,Pecsi Dozsa,HUN,1,1563.68115234,1966-05-29,1966-06-11,1966
140,None,Schweinfurt,FRG,2,1563.43322754,1966-05-06,1966-06-04,1966
141,None,Bristol City,ENG,2,1561.11535645,1966-05-11,1966-08-20,1966
142,None,Borough United,WAL,0,1558.11376953,1963-12-16,1985-07-02,1966
143,None,Slavia Sofia,BUL,1,1555.71130371,1966-05-25,1966-06-04,1966
144,None,Wormatia,FRG,2,1555.45141602,1966-05-06,1966-08-07,1966
145,None,Verona,ITA,2,1554.11193848,1966-05-30,1966-06-05,1966
146,None,Brugge,BEL,1,1553.94030762,1966-05-16,1966-08-22,1966
147,None,Kosice,CSR,1,1551.49536133,1966-05-30,1966-06-05,1966
148,None,Slavia Praha,CSR,1,1551.48461914,1966-05-30,1966-06-05,1966
149,None,Rapid Wien,AUT,1,1549.91552734,1966-05-29,1966-06-04,1966
150,None,Birmingham,ENG,2,1548.47753906,1966-05-08,1966-08-20,1966
151,None,Strasbourg,FRA,1,1547.50622559,1966-05-28,1966-06-10,1966
152,None,Motherwell,SCO,1,1545.35205078,1966-05-08,1966-09-10,1966
153,None,St Truiden,BEL,1,1544.62438965,1966-05-16,1966-08-22,1966
154,None,Trnava,CSR,1,1544.26330566,1966-05-30,1966-08-14,1966
155,None,Guimaraes,POR,1,1542.04602051,1966-05-02,1966-09-18,1966
156,None,Ajax,NED,1,1541.42810059,1966-05-23,1966-08-14,1966
157,None,Nice,FRA,1,1540.2755127,1966-05-28,1966-06-10,1966
158,None,Padova,ITA,2,1539.73803711,1966-05-30,1966-06-05,1966
159,None,Neuendorf,FRG,2,1539.48132324,1966-05-06,1966-08-07,1966
160,None,Tatran Presov,CSR,1,1539.19055176,1966-05-30,1966-06-05,1966
161,None,CSKA Sofia,BUL,1,1538.92077637,1966-05-26,1966-06-04,1966
162,None,Rotherham,ENG,2,1537.47827148,1966-05-13,1966-08-20,1966
163,None,Varese,ITA,1,1537.19506836,1966-05-23,1966-07-02,1966
164,None,Modena,ITA,2,1536.13549805,1966-05-30,1966-06-05,1966
165,None,Bolton,ENG,2,1535.79260254,1966-05-08,1966-08-20,1966
166,None,Reggina,ITA,2,1535.10522461,1966-05-30,1966-06-05,1966
167,None,Derby,ENG,2,1532.05932617,1966-05-08,1966-08-20,1966
168,None,Oberhausen,FRG,2,1531.36242676,1966-05-06,1966-08-07,1966
169,None,Banik Ostrava,CSR,1,1530.73022461,1966-05-30,1966-06-05,1966
170,None,Gornik,POL,1,1530.4621582,1966-05-30,1966-06-15,1966
171,None,MTK,HUN,1,1530.3182373,1966-05-30,1966-06-12,1966
172,None,Sedan,FRA,1,1530.24499512,1966-05-28,1966-06-10,1966
173,None,Csepel,HUN,1,1528.72558594,1966-05-29,1966-06-12,1966
174,None,Neftchi,URS,1,1528.37475586,1966-05-26,1966-06-02,1966
175,None,Saar 05,FRG,2,1527.83825684,1966-05-06,1966-08-07,1966
176,None,Angers,FRA,1,1527.01098633,1966-05-28,1966-06-10,1966
177,None,Wacker 04 Berlin,FRG,2,1526.57971191,1966-05-06,1966-08-07,1966
178,None,Admira,AUT,1,1526.54528809,1966-05-29,1966-06-05,1966
179,None,Lens,FRA,1,1525.90759277,1966-05-28,1966-06-10,1966
180,None,Ipswich,ENG,2,1525.75158691,1966-05-11,1966-08-20,1966
181,None,Mainz,FRG,2,1525.12475586,1966-05-06,1966-08-07,1966
182,None,Livorno,ITA,2,1522.60717773,1966-05-30,1966-06-05,1966
183,None,Sochaux,FRA,1,1522.60168457,1966-05-28,1966-06-10,1966
184,None,Waldhof,FRG,2,1517.67163086,1966-05-06,1966-08-07,1966
185,None,Tasmania,FRG,1,1516.9630127,1966-05-29,1966-07-02,1966
186,None,Arminia Hannover,FRG,2,1516.69714355,1966-05-06,1966-08-07,1966
187,None,Potenza,ITA,2,1516.6192627,1966-05-30,1966-06-05,1966
188,None,Wuppertal,FRG,2,1514.43505859,1966-05-06,1966-08-07,1966
189,None,Frankfurt Oder,GDR,1,1513.99060059,1966-05-15,1966-08-06,1966
190,None,Reutlingen,FRG,2,1513.88354492,1966-05-06,1966-08-07,1966
191,None,Dinamo Minsk,URS,1,1512.13977051,1966-05-26,1966-06-02,1966
192,None,Falkirk,SCO,1,1511.79064941,1966-05-01,1966-09-10,1966
193,None,Fuerth,FRG,2,1511.58227539,1966-05-06,1966-08-07,1966
194,None,Setubal,POR,1,1510.89624023,1966-05-02,1966-09-18,1966
195,None,Portsmouth,ENG,2,1510.10498047,1966-05-08,1966-08-20,1966
196,None,Pakhtakor Tashkent,URS,1,1509.89660645,1966-05-28,1966-06-08,1966
197,None,Bremerhaven,FRG,2,1506.9921875,1966-05-06,1966-08-07,1966
198,None,Crystal Palace,ENG,2,1505.44250488,1966-05-08,1966-08-20,1966
199,None,Hessen Kassel,FRG,2,1505.18029785,1966-05-06,1966-08-07,1966
200,None,Trier,FRG,2,1504.7755127,1966-05-06,1966-08-07,1966
201,None,Brno,CSR,1,1504.43432617,1966-05-30,1966-06-05,1966
202,None,Stade Francais,FRA,1,1503.19238281,1966-05-28,1966-06-10,1966
203,None,Monaco,FRA,1,1503.05493164,1966-05-28,1966-06-10,1966
204,None,Catanzaro,ITA,2,1500.96655273,1966-05-30,1966-06-05,1966
205,None,Palermo,ITA,2,1500.42407227,1966-05-30,1966-06-05,1966
206,None,Lausanne,SUI,0,1500.28417969,1965-11-25,1966-07-02,1966
207,None,Norwich,ENG,2,1499.28820801,1966-05-19,1966-08-20,1966
208,None,St Johnstone,SCO,1,1499.06677246,1966-05-01,1966-09-10,1966
209,None,Tilleur,BEL,1,1498.25134277,1966-05-16,1966-08-22,1966
210,None,Fabril,POR,1,1497.9465332,1966-05-02,1966-09-18,1966
211,None,Ozdi Kohasz,HUN,1,1497.21887207,1966-05-30,1966-06-12,1966
212,None,Zenit,URS,1,1496.91235352,1966-05-26,1966-06-02,1966
213,None,Teplice,CSR,1,1496.38366699,1966-05-30,1966-06-05,1966
214,None,Academica,POR,1,1495.22961426,1966-05-02,1966-09-18,1966
215,None,Rouen,FRA,1,1495.04443359,1966-05-28,1966-06-10,1966
216,None,SW Ludwigshafen,FRG,2,1494.63525391,1966-05-06,1966-08-07,1966
217,None,Preston,ENG,2,1494.07348633,1966-05-08,1966-08-20,1966
218,None,Charlton,ENG,2,1493.46484375,1966-05-19,1966-08-20,1966
219,None,RFC Liege,BEL,1,1492.96960449,1966-05-16,1966-08-22,1966
220,None,Dorogi,HUN,1,1492.68017578,1966-05-29,1966-06-12,1966
221,None,Alessandria,ITA,2,1491.57104492,1966-05-30,1966-06-05,1966
222,None,Malmoe,SWE,1,1489.82080078,1966-05-27,1966-06-07,1966
223,None,Muenster,FRG,2,1489.54443359,1966-05-06,1966-08-07,1966
224,None,Reggiana,ITA,2,1488.90759277,1966-05-30,1966-06-05,1966
225,None,Luebeck,FRG,2,1488.89855957,1966-05-06,1966-08-07,1966
226,None,Belenenses,POR,1,1488.81567383,1966-05-02,1966-09-18,1966
227,None,Esbjerg,DEN,1,1487.00415039,1966-05-23,1966-06-01,1966
228,None,Spartak Sofia,BUL,1,1484.63464355,1966-05-26,1966-06-05,1966
229,None,Carlisle,ENG,2,1484.39001465,1966-05-13,1966-08-20,1966
230,None,Wolfsburg,FRG,2,1484.04711914,1966-05-06,1966-08-07,1966
231,None,Altona,FRG,2,1484.0291748,1966-05-06,1966-08-07,1966
232,None,Salgotarjan,HUN,1,1483.38037109,1966-05-30,1966-06-12,1966
233,None,Jena,GDR,1,1482.35949707,1966-05-15,1966-08-06,1966
234,None,Shakhtar,URS,1,1482.25061035,1966-05-25,1966-06-02,1966
235,None,Besiktas,TUR,1,1481.45129395,1966-05-09,1966-08-24,1966
236,None,Lyon,FRA,1,1481.17089844,1966-05-28,1966-06-10,1966
237,None,Hradec Kralove,CSR,1,1480.07910156,1966-05-30,1966-06-05,1966
238,None,Bayern Hof,FRG,2,1478.90698242,1966-05-06,1966-08-07,1966
239,None,Plymouth Argyle,ENG,2,1478.68261719,1966-05-08,1966-08-20,1966
240,None,Bielefeld,FRG,2,1478.40869141,1966-05-06,1966-08-07,1966
241,None,Den Haag,NED,1,1477.71459961,1966-05-23,1966-08-14,1966
242,None,Novara,ITA,2,1477.53308105,1966-05-30,1966-06-05,1966
243,None,VfR Mannheim,FRG,2,1476.80175781,1966-05-06,1966-08-07,1966
244,None,Osnabrueck,FRG,2,1476.75976562,1966-05-06,1966-08-07,1966
245,None,Norrkoeping,SWE,1,1475.30664062,1966-05-27,1966-06-07,1966
246,None,Schwaben Augsburg,FRG,2,1475.28491211,1966-05-06,1966-08-07,1966
247,None,Lille,FRA,1,1474.56237793,1966-05-28,1966-06-10,1966
248,None,Trani,ITA,2,1473.79614258,1966-05-30,1966-06-05,1966
249,None,St Kickers,FRG,2,1473.24584961,1966-05-06,1966-08-07,1966
250,None,Lok Sofia,BUL,1,1472.66589355,1966-05-26,1966-06-04,1966
251,None,Diosgyori,HUN,1,1471.54443359,1966-05-30,1966-06-12,1966
252,None,Nimes,FRA,1,1471.51989746,1966-05-28,1966-06-10,1966
253,None,Elfsborg,SWE,1,1471.45788574,1966-05-23,1966-05-30,1966
254,None,Pisa,ITA,2,1470.38928223,1966-05-30,1966-06-05,1966
255,None,Weisenau,FRG,2,1470.30285645,1966-05-06,1966-08-07,1966
256,None,Petrolul Ploiesti,ROM,1,1469.02246094,1966-05-23,1966-06-05,1966
257,None,Pro Patria,ITA,2,1468.84094238,1966-05-30,1966-06-05,1966
258,None,Dinamo Bucuresti,ROM,1,1467.3704834,1966-05-23,1966-06-05,1966
259,None,Rapid Bucuresti,ROM,1,1466.79553223,1966-05-23,1966-06-05,1966
260,None,Bury,ENG,2,1465.71777344,1966-05-11,1966-08-20,1966
261,None,Austria Wien,AUT,1,1465.34631348,1966-05-28,1966-06-04,1966
262,None,Lierse,BEL,1,1465.05078125,1966-05-16,1966-08-22,1966
263,None,Frankenthal,FRG,2,1463.67126465,1966-05-06,1966-08-07,1966
264,None,Dunaferr,HUN,1,1463.64538574,1966-05-30,1966-06-12,1966
265,None,Pforzheim,FRG,2,1462.91137695,1966-05-06,1966-08-07,1966
